Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
PORT BYRON FIRE DEPARTMENT,06019,50 UTICA ST,PORT BYRON,NY,13181,06,Cayuga,3157768670,43.036498,-76.621459,"(43.036498, -76.621459)"
SCIPIO CENTER FIRE DEPARTMENT,06020,3550 ROUTE 34,SCIPIO CENTER,NY,13147,06,Cayuga,3153647323,42.78323,-76.56877,"(42.78323, -76.56877)"
SENNETT FIRE DEPARTMENT,06021,PO BOX 1524,AUBURN,NY,13021,06,Cayuga,3152523993,42.92239,-76.56369,"(42.92239, -76.56369)"
THROOP FIRE DEPARTMENT,06022,7159 BEECH TREE RD,AUBURN,NY,13021,06,Cayuga,3152524051,42.963197,-76.606987,"(42.963197, -76.606987)"
UNION SPRINGS FIRE DEPARTMENT,06023,257 CAYUGA STREET,UNION SPRINGS,NY,13160,06,Cayuga,3158897288,42.852348,-76.69077,"(42.852348, -76.69077)"
VICTORY FIRE DEPARTMENT,06024,12009 ROUTE 38,CATO,NY,13033,06,Cayuga,3156266682,43.17423,-76.55246,"(43.17423, -76.55246)"
WEEDSPORT FIRE DEPARTMENT,06025,8892 SOUTH STREET,WEEDSPORT,NY,13166,06,Cayuga,,43.047901,-76.561461,"(43.047901, -76.561461)"
LONG HILL FIRE DEPARTMENT,06026,3513 LONG HILL ROAD,VENICE CENTER,NY,13147,06,Cayuga,3154973805,42.739826,-76.508616,"(42.739826, -76.508616)"
SEMPRONIUS FIRE DEPARTMENT,06027,2284 RT 41A,MORAVIA,NY,13118,06,Cayuga,3154962084,42.73971,-76.38689,"(42.73971, -76.38689)"
WEST NILES FIRE DEPARTMENT,06028,3956 VALENTINE ROAD,MORAVIA,NY,13118,06,Cayuga,3157845093,42.809473,-76.470236,"(42.809473, -76.470236)"
CONQUEST FIRE DEPARTMENT,06029,10351 SLAYTON ROAD,PORT BYRON,NY,13140,06,Cayuga,3157764512,43.120255,-76.64051,"(43.120255, -76.64051)"
ASHVILLE FIRE DEPARTMENT,07001,4853 ROUTE 474  PO BOX 129,ASHVILLE,NY,14710,07,Chautauqua,7167638196,42.10429,-79.38114,"(42.10429, -79.38114)"
BEMUS POINT FIRE DEPARTMENT,07002,13 ALBURTUS AVE PO BOX 306,BEMUS POINT,NY,14712,07,Chautauqua,7163866011,42.158577,-79.392522,"(42.158577, -79.392522)"
BROCTON FIRE DEPARTMENT,07003,80 LAKE AVE PO BOX 457,BROCTON,NY,14716,07,Chautauqua,7167924734,42.392564,-79.44116,"(42.392564, -79.44116)"
BUSTI FIRE DEPARTMENT,07004,886 MILL ROAD,JAMESTOWN,NY,14701,07,Chautauqua,7164871271,42.037701,-79.283338,"(42.037701, -79.283338)"
CASSADAGA FIRE DEPARTMENT,07005,22 MILL STREET PO BOX 226,CASSADAGA,NY,14718,07,Chautauqua,7165953131,42.341653,-79.310307,"(42.341653, -79.310307)"
CELORON FIRE DEPARTMENT,07006,92 DUNHAM AVENUE PO BOX 328,CELORON,NY,14720,07,Chautauqua,7164881788,42.101517,-79.283424,"(42.101517, -79.283424)"
CHAUTAUQUA FIRE DEPARTMENT,07007,2 ROYAL WAY PO BOX F,CHAUTAUQUA,NY,14722,07,Chautauqua,7163572905,42.25483,-79.50418,"(42.25483, -79.50418)"
CHERRY CREEK FIRE DEPARTMENT,07008,6763 MAIN STREET,CHERRY CREEK,NY,14723,07,Chautauqua,7162965757,42.293398,-79.099808,"(42.293398, -79.099808)"
CLYMER FIRE DEPARTMENT,07009,8756 W MAIN STREET,CLYMER,NY,14724,07,Chautauqua,7163559954,42.020865,-79.631002,"(42.020865, -79.631002)"
DEWITTVILLE FIRE DEPARTMENT,07010,5459 E LAKE RD PO BOX 28,DEWITTVILLE,NY,14728,07,Chautauqua,7167537231,42.26316,-79.41302,"(42.26316, -79.41302)"
DUNKIRK FIRE DEPARTMENT,07011,311 EAGLE ST,DUNKIRK,NY,14048,07,Chautauqua,7163662577,42.484331,-79.33646,"(42.484331, -79.33646)"
EAST DUNKIRK FIRE DEPARTMENT,07012,10949 SOUTH ROBERTS ROAD,DUNKIRK,NY,14048,07,Chautauqua,7163662211,42.474927,-79.306002,"(42.474927, -79.306002)"
ELLERY CENTER FIRE DEPARTMENT,07013,4400 DUTCH HOLLOW ROAD,BEMUS POINT,NY,14712,07,Chautauqua,7163865381,42.17896,-79.343332,"(42.17896, -79.343332)"
ELLINGTON FIRE DEPARTMENT,07014,769 W MAIN ST  PO BOX 59,ELLINGTON,NY,14732,07,Chautauqua,7162872168,42.21592,-79.10791,"(42.21592, -79.10791)"
FALCONER FIRE DEPARTMENT,07015,101 W MAIN STREET,FALCONER,NY,14733,07,Chautauqua,7166656208,42.117123,-79.197971,"(42.117123, -79.197971)"
FINDLEY LAKE FIRE DEPARTMENT,07016,10372 MAIN ST PO BOX 158,FINDLEY LAKE,NY,14736,07,Chautauqua,7167697321,42.12942,-79.7416,"(42.12942, -79.7416)"
FLUVANNA FIRE DEPARTMENT,07017,3536 FLUVANNA AVE EXT,JAMESTOWN,NY,14701,07,Chautauqua,7164838505,42.11889,-79.290769,"(42.11889, -79.290769)"
FORESTVILLE FIRE DEPARTMENT,07018,18 CHESTNUT ST PO BOX 299,FORESTVILLE,NY,14062,07,Chautauqua,7169654106,42.468965,-79.179586,"(42.468965, -79.179586)"
FREDONIA FIRE DEPARTMENT,07019,80 WEST MAIN STREET,FREDONIA,NY,14063,07,Chautauqua,7166722124,42.438063,-79.33336,"(42.438063, -79.33336)"
FREWSBURG FIRE DEPARTMENT,07020,88 W MAIN ST PO BOX 590,FREWSBURG,NY,14736,07,Chautauqua,7165693505,42.052705,-79.163838,"(42.052705, -79.163838)"
GERRY FIRE DEPARTMENT,07021,4490 GERRY LEVNT RD POB 182,GERRY,NY,14740,07,Chautauqua,7169854648,42.192985,-79.248063,"(42.192985, -79.248063)"
HARTFIELD FIRE DEPARTMENT,07022,PO BOX 182  6078 ELMWOOD RD,MAYVILLE,NY,14757,07,Chautauqua,7167532459,42.24224,-79.49711,"(42.24224, -79.49711)"
IRVING FIRE DEPARTMENT,07023,12847 ERIE ST  PO BOX 357,IRVING,NY,14081,07,Chautauqua,7169344639,42.56251,-79.135982,"(42.56251, -79.135982)"
JAMESTOWN FIRE DEPARTMENT,07024,200 SPRING STREET,JAMESTOWN,NY,14701,07,Chautauqua,7164837598,42.095983,-79.238599,"(42.095983, -79.238599)"
KENNEDY FIRE DEPARTMENT NO 1,07025,3590 DAILEY HILL ROAD,KENNEDY,NY,14747,07,Chautauqua,7162674655,42.157967,-79.102433,"(42.157967, -79.102433)"
KIANTONE FIRE DEPARTMENT,07026,2318 STILLWATR FREWSBURG RD,JAMESTOWN,NY,14701,07,Chautauqua,7166645433,42.058799,-79.21246,"(42.058799, -79.21246)"
LAKEWOOD FIRE DEPARTMENT,07027,37 J W PACKARD BLVD,LAKEWOOD,NY,14750,07,Chautauqua,7167633005,42.100247,-79.324943,"(42.100247, -79.324943)"
LILY DALE FIRE DEPARTMENT,07028,17 EAST STREET PO BOX 245,LILY DALE,NY,14752-0245,07,Chautauqua,7165953470,42.34905,-79.32952,"(42.34905, -79.32952)"
MAPLE SPRINGS FIRE DEPARTMENT,07029,PO BOX D  5385 MAPLE SPG,MAPLE SPRINGS,NY,14756,07,Chautauqua,7163862114,42.19681,-79.42209,"(42.19681, -79.42209)"
MAYVILLE FIRE DEPARTMENT,07030,1 S ERIE ST PO BOX 2,MAYVILLE,NY,14757,07,Chautauqua,7167532322,42.253905,-79.504809,"(42.253905, -79.504809)"
PANAMA FIRE DEPARTMENT,07031,27 E MAIN ST  PO BOX 57,PANAMA,NY,14769,07,Chautauqua,7167822345,42.074997,-79.480151,"(42.074997, -79.480151)"
PORTLAND FIRE DEPT,07032,6481 W MAIN RD PO BOX 229,PORTLAND,NY,14769-0229,07,Chautauqua,7167929296,42.375112,-79.478238,"(42.375112, -79.478238)"
RIPLEY FIRE DEPARTMENT,07033,15 SOUTH STATE ST,RIPLEY,NY,14775,07,Chautauqua,7167362001,42.265369,-79.709523,"(42.265369, -79.709523)"
SHERIDAN FIRE DEPARTMENT,07034,2800 ROUTE 20 PO BOX 122,SHERIDAN,NY,14135,07,Chautauqua,7166791212,42.48687,-79.23661,"(42.48687, -79.23661)"
SHERMAN FIRE DEPARTMENT,07035,PO BOX 574  122 PARK ST,SHERMAN,NY,14781,07,Chautauqua,7167616700,42.160705,-79.595068,"(42.160705, -79.595068)"
SILVER CREEK FIRE DEPARTMENT,07036,172 CENTRAL AVE PO BOX 70,SILVER CREEK,NY,14136,07,Chautauqua,7169343036,42.545033,-79.169914,"(42.545033, -79.169914)"
SINCLAIRVILLE FIRE DEPARTMENT,07037,30 MAIN ST PO BOX 403,SINCLAIRVILLE,NY,14782,07,Chautauqua,7169622025,42.263965,-79.258937,"(42.263965, -79.258937)"
STOCKTON FIRE DEPARTMENT,07038,7243 ROUTE 380 PO BOX 12,STOCKTON,NY,14784,07,Chautauqua,7165953068,42.31556,-79.38198,"(42.31556, -79.38198)"
SUNSET BAY FIRE DEPARTMENT,07039,12798 ALLEGANY ROAD,IRVING,NY,14081,07,Chautauqua,7169344880,42.560755,-79.131909,"(42.560755, -79.131909)"
WEST DUNKIRK FIRE DEPARTMENT,07040,4741 WILLOW ROAD,DUNKIRK,NY,14048,07,Chautauqua,7163661231,42.464089,-79.368298,"(42.464089, -79.368298)"
WESTFIELD FIRE DEPARTMENT,07041,20 CLINTON STREET,WESTFIELD,NY,14787,07,Chautauqua,7163262661,42.323651,-79.577671,"(42.323651, -79.577671)"
HANOVER FIRE DEPARTMENT,07042,11919 HANOVER ROAD,SILVER CREEK,NY,14136,07,Chautauqua,7169347389,42.517845,-79.131708,"(42.517845, -79.131708)"
BALDWIN FIRE DEPARTMENT,08002,460 BREESPORT-N CHEMUNG RD,LOWMAN,NY,14861,08,Chemung,6077343068,42.088247,-76.700091,"(42.088247, -76.700091)"
BIG FLATS FIRE DEPARTMENT,08003,PO BOX 28  505 MAPLE STREET,BIG FLATS,NY,14814,08,Chemung,6075623063,42.14106,-76.933014,"(42.14106, -76.933014)"
BREESPORT FIRE DEPARTMENT,08004,3 JACKSON AVENUE PO BOX A,BREESPORT,NY,14816,08,Chemung,6077391953,42.18075,-76.73351,"(42.18075, -76.73351)"
CHEMUNG VOLUNTEER FIRE DEPT,08005,679 MAIN STREET,CHEMUNG,NY,14825,08,Chemung,6075293233,42.05116,-76.6233,"(42.05116, -76.6233)"
ELMIRA FIRE DEPARTMENT,08006,101-109 WEST SECOND STREET,ELMIRA,NY,14901,08,Chemung,6077375700,42.091892,-76.807425,"(42.091892, -76.807425)"
ELMIRA HEIGHTS FIRE DEPARTMENT,08007,215 ELMWOOD AVENUE,ELMIRA HEIGHTS,NY,13094,08,Chemung,6077336580,42.127812,-76.82168,"(42.127812, -76.82168)"
ERIN FIRE DEPARTMENT,08008,1462 BREESPORT ROAD,ERIN,NY,14838,08,Chemung,6077393417,42.185947,-76.666193,"(42.185947, -76.666193)"
GOLDEN GLOW FIRE DEPT,08009,39 ALVORD DR PO BOX 3045,ELMIRA,NY,14902,08,Chemung,6077344474,42.084094,-76.872496,"(42.084094, -76.872496)"
HORSEHEADS FIRE DEPARTMENT,08010,134 N MAIN STREET,HORSEHEADS,NY,14845,08,Chemung,6077395045,42.169087,-76.822292,"(42.169087, -76.822292)"
MILLPORT FIRE DEPARTMENT,08011,2016 CRESCENT ST  PO BOX A,MILLPORT,NY,14864,08,Chemung,6077391030,42.265533,-76.835538,"(42.265533, -76.835538)"
PINE CITY FIRE DEPARTMENT,08012,1463 PENNSYLVANIA AV POB 72,PINE CITY,NY,14871,08,Chemung,6077336941,42.040915,-76.859952,"(42.040915, -76.859952)"
SOUTHPORT FIRE DEPARTMENT,08014,1001 CARL STREET,ELMIRA,NY,14904,08,Chemung,6077337599,42.059441,-76.809013,"(42.059441, -76.809013)"
TOMPKINS CORNERS FIRE DEPARTMENT,08015,422 CHAMBERS RD,HORSEHEADS,NY,14845,08,Chemung,6077397415,42.204287,-76.88921,"(42.204287, -76.88921)"
TOWN AND COUNTRY FIRE DEPARTMENT,08016,130 GARDNER ROAD,HORSEHEADS,NY,14845,08,Chemung,6077397134,42.167265,-76.832156,"(42.167265, -76.832156)"
VAN ETTEN FIRE DEPARTMENT,08017,2 HIXSON STREET  PO BOX 88,VAN ETTEN,NY,14889,08,Chemung,6075894530,42.198579,-76.55134,"(42.198579, -76.55134)"
WEBB MILLS FIRE DEPARTMENT,08018,PO BOX 97,PINE CITY,NY,14871,08,Chemung,6077321028,42.03588,-76.87267,"(42.03588, -76.87267)"
WELLSBURG FIRE DEPARTMENT,08019,3661 FRONT STREET PO BOX 23,WELLSBURG,NY,14894,08,Chemung,6077347628,42.02112,-76.76891,"(42.02112, -76.76891)"
WEST HILL FIRE DEPARTMENT,08020,471 WEST HILL ROAD,ELMIRA,NY,14903,08,Chemung,6077333346,42.116834,-76.864283,"(42.116834, -76.864283)"
EAST HILL FIRE DEPARTMENT,08022,266 JERUSALEM HILL ROAD,ELMIRA,NY,14901,08,Chemung,6077345535,42.083858,-76.760796,"(42.083858, -76.760796)"
WEST ELMIRA FIRE DEPT,08023,1299 WEST WATER STREET,ELMIRA,NY,14905,08,Chemung,6077342204,42.077852,-76.845352,"(42.077852, -76.845352)"
VAN ETTEN TOWN FIRE DEPARTMENT,08024,PO BOX 67,VAN ETTEN,NY,14889,08,Chemung,,,,
AFTON FIRE DEPARTMENT,09001,15 SPRING STREET,AFTON,NY,13730,09,Chenango,6076391848,42.228585,-75.527079,"(42.228585, -75.527079)"
BAINBRIDGE FIRE DEPARTMENT,09002,22 WEST MAIN,BAINBRIDGE,NY,13733,09,Chenango,6079673281,42.294085,-75.48035,"(42.294085, -75.48035)"
BORDEN HOSE FIRE DEPARTMENT,09003,PO BOX 197,MT UPTON,NY,13809,09,Chenango,6077648517,42.39255,-75.40072,"(42.39255, -75.40072)"
BRISBEN FIRE DEPARTMENT,09004,2716 STATE HIGHWAY 12,BRISBEN,NY,13830,09,Chenango,6076568130,42.4291,-75.62265,"(42.4291, -75.62265)"
COVENTRY FIRE DEPARTMENT,09005,109 NORTH ROAD,GREENE,NY,13778,09,Chenango,6076568071,42.316654,-75.63854,"(42.316654, -75.63854)"
GENEGANTSLET FIRE DEPARTMENT,09007,PO BOX 151,SMITHVILLE FLATS,NY,13841,09,Chenango,6076564382,42.39885,-75.83935,"(42.39885, -75.83935)"
GUILFORD FIRE DEPARTMENT,09008,110 MECHANIC STREET,GUILFORD,NY,13780,09,Chenango,6078956814,42.404721,-75.491374,"(42.404721, -75.491374)"
GREENE FIRE DEPARTMENT,09009,8 NORTH CANAL STREET,GREENE,NY,13778,09,Chenango,6076569724,42.330905,-75.77073,"(42.330905, -75.77073)"
MC DONOUGH FIRE DEPARTMENT,09010,PO BOX 99,MC DONOUGH,NY,13801,09,Chenango,6076475308,42.50227,-75.77655,"(42.50227, -75.77655)"
NORWICH FIRE DEPARTMENT,09011,31 EAST MAIN STREET,NORWICH,NY,13815,09,Chenango,6073343411,42.531471,-75.521233,"(42.531471, -75.521233)"
NORTH NORWICH FIRE DEPARTMENT,09012,108 BEACH LANE BOX X,NORTH NORWICH,NY,13814,09,Chenango,6073347340,42.61792,-75.52279,"(42.61792, -75.52279)"
NEW BERLIN FIRE DEPARTMENT,09013,PO BOX T,NEW BERLIN,NY,13411,09,Chenango,6078478516,42.6244,-75.33074,"(42.6244, -75.33074)"
OXFORD FIRE DEPARTMENT,09014,20 MAIN STREET PO BOX 570,OXFORD,NY,13830,09,Chenango,6078437951,42.4291,-75.62265,"(42.4291, -75.62265)"
PRESTON FIRE DEPARTMENT,09015,124 CTY RD 19,OXFORD,NY,13830,09,Chenango,6073361013,42.46151,-75.62572,"(42.46151, -75.62572)"
PLYMOUTH FIRE DEPARTMENT,09016,3461 STATE RTE 23 PO BX 112,PLYMOUTH,NY,13832,09,Chenango,6073343049,42.65984,-75.6709,"(42.65984, -75.6709)"
SHERBURNE FIRE DEPARTMENT,09017,15 WEST STATE STREET,SHERBURNE,NY,13460,09,Chenango,6076749560,42.678275,-75.499937,"(42.678275, -75.499937)"
SMYRNA FIRE DEPARTMENT,09018,1 EAST MAIN STREET,SMYRNA,NY,13464,09,Chenango,6076276222,42.67687,-75.61705,"(42.67687, -75.61705)"
SOUTH NEW BERLIN FIRE DEPT,09019,PO BOX 164,SOUTH NEW BERLIN,NY,13843,09,Chenango,6078592284,42.53002,-75.38608,"(42.53002, -75.38608)"
SOUTH OTSELIC FIRE DEPARTMENT,09020,1577 STATE HWY 26 PO BOX 41,SOUTH OTSELIC,NY,13155,09,Chenango,3156534455,42.65152,-75.77114,"(42.65152, -75.77114)"
PHARSALIA FIRE DEPARTMENT,09023,838 COUNTY ROAD 10,EAST PHARSALIA,NY,13758,09,Chenango,6076475772,42.50227,-75.77655,"(42.50227, -75.77655)"
ALTONA FIRE DEPARTMENT,10002,PO BX 36  480 DEVILS DEN RD,ALTONA,NY,12910,10,Clinton,5182367223,44.886813,-73.655651,"(44.886813, -73.655651)"
BEEKMANTOWN FIRE DEPARTMENT,10004,6973 STATE ROUTE 22,WEST CHAZY,NY,12992,10,Clinton,5185634303,44.70092,-73.46677,"(44.70092, -73.46677)"
CADYVILLE FIRE DEPARTMENT,10005,PO BOX 97   2122 ROUTE 3,CADYVILLE,NY,12918,10,Clinton,5182938326,44.68187,-73.6683,"(44.68187, -73.6683)"
CHAMPLAIN FIRE DEPARTMENT,10006,612 ELM STREET PO BOX 489,CHAMPLAIN,NY,12919,10,Clinton,5182985500,44.986091,-73.44157,"(44.986091, -73.44157)"
CHAZY FIRE DEPARTMENT,10007,9666 ROUTE 9,CHAZY,NY,12921,10,Clinton,5188467326,44.86955,-73.45399,"(44.86955, -73.45399)"
DANNEMORA VILLAGE FIRE DEPT,10008,163 EMMONS ST PO BOX 123,DANNEMORA,NY,12929,10,Clinton,5184922202,44.722082,-73.724254,"(44.722082, -73.724254)"
CUMBERLAND HEAD FIRE DEPARTMENT,10009,38 FIREHOUSE LANE,PLATTSBURGH,NY,12901,10,Clinton,5185616515,44.723861,-73.417963,"(44.723861, -73.417963)"
ELLENBURG CENTER FIRE DEPARTMENT,10012,1 CHURCH STREET PO BOX 1,ELLENBURG CENTER,NY,12934,10,Clinton,5185943850,44.864449,-73.894774,"(44.864449, -73.894774)"
CAIRO HOSE FIRE DEPARTMENT,20004,BOX 500,CAIRO,NY,12413,20,Greene,5186223112,42.30163,-73.99801,"(42.30163, -73.99801)"
ELLENBURG DEPOT FIRE DEPARTMENT,10013,5035 ROUTE 11,ELLENBURG DEPOT,NY,12935,10,Clinton,5185947010,44.86069,-73.78495,"(44.86069, -73.78495)"
KEESEVILLE FIRE DEPARTMENT,10014,8 PLEASANT STREET,KEESEVILLE,NY,12944,10,Clinton,5188349053,44.508275,-73.480493,"(44.508275, -73.480493)"
LYON MOUNTAIN FIRE DEPARTMENT,10015,9 FIREHOUSE RD PO BOX 145,LYON MOUNTAIN,NY,12952,10,Clinton,5187354334,44.72577,-73.95432,"(44.72577, -73.95432)"
MOOERS FIRE DEPARTMENT,10016,2508 RT 11    MAIN STREET,MOOERS,NY,12958,10,Clinton,5182365311,44.95898,-73.58159,"(44.95898, -73.58159)"
MORRISONVILLE FIRE DEPARTMENT,10017,PO BOX 207  1927 RTE 22B,MORRISONVILLE,NY,12962,10,Clinton,5185631112,44.694264,-73.56376,"(44.694264, -73.56376)"
PERU FIRE DEPARTMENT,10018,753 BEAR SWAMP RD PO BX 635,PERU,NY,12972,10,Clinton,5186439271,44.57674,-73.5165,"(44.57674, -73.5165)"
PLATTSBURGH FIRE DEPARTMENT,10019,65 CORNELIA STREET,PLATTSBURGH,NY,12901,10,Clinton,5185612347,44.699168,-73.45663,"(44.699168, -73.45663)"
ROUSES POINT FIRE DEPARTMENT,10021,48 LAKE STREET,ROUSES POINT,NY,12979,10,Clinton,5182975502,44.995546,-73.36531,"(44.995546, -73.36531)"
SARANAC FIRE DEPARTMENT,10022,PO BOX 130  3277 RTE 3,SARANAC,NY,12981,10,Clinton,5182938290,44.666,-73.76888,"(44.666, -73.76888)"
SOUTH PLATTSBURGH FIRE DEPT,10023,PO BOX 2009,PLATTSBURGH,NY,12901,10,Clinton,5187260058,44.651673,-73.444811,"(44.651673, -73.444811)"
WEST CHAZY FIRE DEPARTMENT,10024,7656 RT 22 PO BOX 185,WEST CHAZY,NY,12992,10,Clinton,5184934995,44.812264,-73.506217,"(44.812264, -73.506217)"
CHURUBUSCO FIRE DEPARTMENT,10025,1301 CLINTON MLS RD POB 26,CHURUBUSCO,NY,12923,10,Clinton,5184976623,44.954264,-73.927407,"(44.954264, -73.927407)"
PLATTSBURG FD DISTRICT #3,10026,128 WALLACE HILL ROAD,PLATTSBURGH,NY,12901,10,Clinton,5185617370,44.720352,-73.48622,"(44.720352, -73.48622)"
ANCRAM FIRE DEPARTMENT,11001,BOX 114,ANCRAM,NY,12502,11,Columbia,5183293430,42.06411,-73.6628,"(42.06411, -73.6628)"
CANAAN FIRE DEPARTMENT,11003,PO BOX 207,CANAAN,NY,12029,11,Columbia,5187814787,42.40609,-73.4299,"(42.40609, -73.4299)"
CHATHAM FIRE DEPARTMENT,11004,10 HOFFMAN AVENUE,CHATHAM,NY,12037,11,Columbia,5183922751,42.358261,-73.600431,"(42.358261, -73.600431)"
EAST CHATHAM FIRE DEPARTMENT,11005,43 ALESSI ROAD,OLD CHATHAM,NY,12136,11,Columbia,5183929469,42.410407,-73.523906,"(42.410407, -73.523906)"
NORTH CHATHAM FIRE DEPARTMENT,11006,PO BOX 132,NORTH CHATHAM,NY,12132,11,Columbia,5187663366,42.476245,-73.626889,"(42.476245, -73.626889)"
CHURCHTOWN FIRE DEPARTMENT,11007,PO BOX 655,CLAVERACK,NY,12513,11,Columbia,5188512227,42.24822,-73.77092,"(42.24822, -73.77092)"
CLAVERACK FIRE DEPARTMENT,11008,DRAWER A,CLAVERACK,NY,12513,11,Columbia,5188519869,42.21772,-73.70847,"(42.21772, -73.70847)"
CLERMONT FIRE DEPARTMENT,11009,65 FIRE HOUSE ROAD,GERMANTOWN,NY,12526,11,Columbia,5185374803,42.090639,-73.894796,"(42.090639, -73.894796)"
COPAKE FIRE DEPARTMENT,11010,390 CENTER HILL ROAD,COPAKE,NY,12516,11,Columbia,5183294464,42.09881,-73.56392,"(42.09881, -73.56392)"
CRARYVILLE FIRE DEPARTMENT,11011,PO BOX 350,CRARYVILLE,NY,12521,11,Columbia,5183254888,42.16636,-73.64881,"(42.16636, -73.64881)"
GERMANTOWN FIRE DEPARTMENT,11013,PO BOX 331,GERMANTOWN,NY,12526,11,Columbia,5185375735,42.133057,-73.884509,"(42.133057, -73.884509)"
GHENT FIRE DEPARTMENT,11014,PO BOX 32,GHENT,NY,12075,11,Columbia,5183923838,42.326275,-73.61947,"(42.326275, -73.61947)"
GREENPORT FIRE DEPARTMENT,11015,129 MIDDLE ROAD,HUDSON,NY,12534,11,Columbia,5188281719,42.24822,-73.77092,"(42.24822, -73.77092)"
HILLSDALE FIRE DEPARTMENT,11016,9387 STATE RTE 22,HILLSDALE,NY,12529,11,Columbia,5183253098,42.184355,-73.517719,"(42.184355, -73.517719)"
HUDSON FIRE DEPARTMENT,11017,520 WARREN STREET,HUDSON,NY,12534,11,Columbia,5188229752,42.24822,-73.77092,"(42.24822, -73.77092)"
KINDERHOOK FIRE DEPARTMENT,11018,39 CHATHAM STREET,KINDERHOOK,NY,12106,11,Columbia,5187589220,42.399075,-73.696028,"(42.399075, -73.696028)"
LEBANON VALLEY FIRE DEPARTMENT,11019,BOX 162,NEW LEBANON,NY,12125,11,Columbia,5187940519,42.466449,-73.392531,"(42.466449, -73.392531)"
LIVINGSTON FIRE DEPARTMENT,11021,PO BOX 34,LIVINGSTON,NY,12541-0034,11,Columbia,5188512710,42.11677,-73.71462,"(42.11677, -73.71462)"
MELLENVILLE FIRE DEPARTMENT,11022,33 COUNTY RT 9,MELLENVILLE,NY,12544,11,Columbia,5186727014,42.25193,-73.66104,"(42.25193, -73.66104)"
NIVERVILLE FIRE DEPARTMENT,11023,PO BOX 422,NIVERVILLE,NY,12130,11,Columbia,5187842961,42.4446,-73.65956,"(42.4446, -73.65956)"
PHILMONT FIRE DEPARTMENT,11024,1 MAPLE AVENUE,PHILMONT,NY,12565,11,Columbia,5186727401,42.25235,-73.64086,"(42.25235, -73.64086)"
RED ROCK FIRE DEPARTMENT,11025,99 CODY LANE,EAST CHATHAM,NY,12060,11,Columbia,5183926459,42.418,-73.48931,"(42.418, -73.48931)"
AUSTERLITZ FIRE DEPARTMENT,11026,PO BOX 98,SPENCERTOWN,NY,12165,11,Columbia,5183923578,42.31636,-73.50175,"(42.31636, -73.50175)"
STOCKPORT FIRE DEPARTMENT,11027,43 ROUTE 25,HUDSON,NY,12534,11,Columbia,5188284524,,,
STOTTVILLE FIRE DEPARTMENT,11028,PO BOX 169,STOTTVILLE,NY,12172,11,Columbia,5188281817,42.286354,-73.752545,"(42.286354, -73.752545)"
STUYVESANT FIRE DEPARTMENT,11029,194 ROUTE 26A,STUYVESANT,NY,12173,11,Columbia,5187993620,42.36834,-73.75346,"(42.36834, -73.75346)"
STUYVESANT FALLS FIRE DEPARTMENT,11030,9 FIREHOUSE LANE PO BOX 56,STUYVESANT FALLS,NY,12174,11,Columbia,5187996433,42.35589,-73.73004,"(42.35589, -73.73004)"
TAGHKANIC FIRE DEPARTMENT,11031,631 OLD ROUTE 82,WEST TAGHKANIC,NY,12502,11,Columbia,5188517476,42.06411,-73.6628,"(42.06411, -73.6628)"
TRI-VILLAGE FIRE DEPARTMENT,11032,593 ALBANY TPKE,OLD CHATHAM,NY,12136,11,Columbia,5183922386,42.44063,-73.557078,"(42.44063, -73.557078)"
VALATIE FIRE DEPARTMENT,11033,3102  LAKE STREET,VALATIE,NY,12184,11,Columbia,5187589732,42.416519,-73.672353,"(42.416519, -73.672353)"
WEST GHENT FIRE DEPARTMENT,11034,425 ROUTE 20,GHENT,NY,12075,11,Columbia,5188284502,42.28599,-73.716537,"(42.28599, -73.716537)"
CINCINNATUS FIRE DEPARTMENT,12001,5722 TELEPHONE ROAD EXT,CINCINNATUS,NY,13040,12,Cortland,6078634445,42.541633,-75.898535,"(42.541633, -75.898535)"
CORTLAND FIRE DEPARTMENT,12002,21 COURT STREET,CORTLAND,NY,13045,12,Cortland,6077565612,42.599301,-76.178821,"(42.599301, -76.178821)"
CUYLER FIRE DEPARTMENT,12003,PO BOX 364,DE RUYTER,NY,13052,12,Cortland,6078426630,42.73261,-75.96738,"(42.73261, -75.96738)"
HARFORD FIRE DEPARTMENT,12004,760 RTE 221 PO BOX 7,HARFORD,NY,13784,12,Cortland,6078449200,42.42608,-76.22654,"(42.42608, -76.22654)"
HOMER FIRE DEPARTMENT,12005,45 SOUTH MAIN ST PO BOX 58,HOMER,NY,13077,12,Cortland,6077493121,42.635195,-76.178644,"(42.635195, -76.178644)"
MARATHON FIRE DEPARTMENT,12006,PECK AVENUE PO BOX 488,MARATHON,NY,13803,12,Cortland,6078496157,42.440357,-76.034838,"(42.440357, -76.034838)"
MC GRAW FIRE DEPARTMENT,12007,7 W CENTER ST PO BOX 717,MC GRAW,NY,13101,12,Cortland,6078364123,42.594523,-76.09568,"(42.594523, -76.09568)"
PREBLE FIRE DEPARTMENT,12008,1911 PREBLE ROAD,PREBLE,NY,13141,12,Cortland,6077494237,42.735555,-76.148975,"(42.735555, -76.148975)"
